what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387536235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387543816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387577571
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387584132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387605174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387605334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387605634
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387607574
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387623587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387626727
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387627927
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387667827
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387671507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387679434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387687405
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387698019
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387747018
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387805993
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387813200
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387815360
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387820194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387828642
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387830883
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387833605
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387835716
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387838366
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387843330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387846372
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387849220
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387851954
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387852994
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387856237
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387858028
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387860520
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387862706
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387866826
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387870027
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387890034
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1543387899522
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1543387912614
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387969607
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387973107
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387973697
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387977519
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1543387977699
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1543387977769
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1543387977839
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1543387977879
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1543387978739
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1543387978759
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1543387979059
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387981120
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387991872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543387997614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388000625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388005346
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388016650
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388060247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388061027
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388075301
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388084663
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1543388099138
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1543388101599
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1543388102289
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1543388102860
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1543388103230
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1543388103600
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1543388104020
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1543388119728
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1543388127650
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1543388144164
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1543388153206
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1543388164908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1543388174851
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388182614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388368780
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388370180
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388395387
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1543388395437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388402838
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388418713
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1543388418773
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388420503
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388422853
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1543388425621
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1543388425811
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388434723
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388448266
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1543388448286
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388471720
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1543388474990
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1543388474990
