what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1546600377553
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1546600377646
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1546600381306
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1546600439389
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1546600440927
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.jee.ui.web for object P/Servlet",1546600440927
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1546600441083
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1546600441115
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1546600441115
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1546600441193
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1546600445200
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1546600446496
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.core",1546600446575
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1546600446768
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1546685031716
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1546685031716
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1546685031716
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1546685031762
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1546685031762
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1546685031778
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1546685031794
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1546685031794
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1546685031825
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1546685031825
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1546685031825
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1546685031856
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1546685031856
